1	49,99038	
5	49,76045	
6	49,65565	
7	49,53228	
19	46,72338	
20	46,39231	
21	46,04894	
22	45,69394	
23	45,32798	
24	44,95177	
25	44,56603	
29	42,94291	
30	42,52099	
31	42,09422	
32	41,66342	
33	41,22943	
34	40,79306	
35	40,35517	
60	31,27108	
61	31,06552	
62	30,87715	
63	30,70634	
64	30,5534	
65	30,41863	
66	30,3023	
67	30,20462	
68	30,12579	
69	30,06595	
70	30,02523	
71	30,00369	
73	30,01832	
74	30,05446	
76	30,18402	
78	30,38909	
79	30,51946	
80	30,66807	
146	49,92677	
147	49,86426	
149	49,68244	
150	49,5635	
151	49,42616	
152	49,27068	
154	48,90656	
155	48,69861	
156	48,47393	
161	47,11571	
162	46,80076	
163	46,47273	
165	45,77997	
166	45,41657	
167	45,04275	
168	44,65923	
169	44,26674	
184	37,84541	
185	37,41928	
190	35,3791	
191	34,99466	
192	34,61985	
193	34,25539	
194	33,90198	
195	33,56031	
196	33,23102	
197	32,91475	
198	32,61212	
199	32,3237	
200	32,05005	
201	31,79169	
301	48,03903	
302	47,77049	
303	47,48701	
304	47,18911	
305	46,87739	
306	46,55244	
307	46,21488	
311	44,7519	
312	44,3615	
313	43,9627	
318	41,87018	
319	41,43761	
320	41,00228	
321	40,56501	
322	40,12666	
323	39,68807	
324	39,25007	
325	38,81352	
331	36,27114	
332	35,86784	
333	35,4725	
334	35,08586	
335	34,70868	
336	34,34168	
340	32,98926	
341	32,68331	
342	32,39144	
343	32,1142	
344	31,85213	
345	31,60574	
346	31,3755	
347	31,16184	
348	30,9652	
349	30,78593	
350	30,62439	
351	30,48088	
352	30,35569	
353	30,24906	
354	30,16118	
355	30,09223	
356	30,04234	
357	30,01161	
358	30,00009	
359	30,00782	
367	30,75265	
368	30,92845	
369	31,1217	
370	31,33203	
371	31,55903	
372	31,80228	
373	32,06129	
374	32,33558	
375	32,62461	
376	32,92783	
377	33,24466	
378	33,57448	
380	34,27055	
381	34,63546	
382	35,01069	
384	35,78921	
385	36,191	
386	36,60011	
387	37,01577	
388	37,43717	
389	37,8635	
390	38,29393	
391	38,72765	
392	39,16382	
393	39,6016	
394	40,04014	
395	40,47861	
396	40,91616	
397	41,35194	
398	41,78512	
399	42,21487	
400	42,64035	
401	43,06076	
