1	1.18312
2	2.35887
3	3.51993
4	4.65904
5	5.76913
6	6.84328
7	7.87478
8	8.85721
9	9.78446
10	10.65074
11	11.45066
12	12.17922
13	12.8319
14	13.40463
15	13.89383
16	14.29646
17	14.61001
18	14.83252
19	14.96262
20	14.99948
21	14.94288
22	14.79317
23	14.55129
24	14.21874
25	13.7976
26	13.29048
27	12.70055
28	12.03148
29	11.28745
30	10.47308
31	9.59346
32	8.65406
33	7.66074
34	6.61968
35	5.53738
36	4.42057
37	3.27622
38	2.11146
39	0.93354
40	-0.2502
41	-1.43238
42	-2.60563
43	-3.76265
44	-4.89622
45	-5.99929
46	-7.06497
47	-8.08663
48	-9.05791
49	-9.97274
50	-10.82544
51	-11.61068
52	-12.32358
53	-12.95969
54	-13.51505
55	-13.9862
56	-14.3702
57	-14.66466
58	-14.86774
59	-14.97819
60	-14.9953
61	-14.91899
62	-14.74971
63	-14.48853
64	-14.13707
65	-13.69752
66	-13.17263
67	-12.56566
68	-11.88039
69	-11.1211
70	-10.29251
71	-9.39978
72	-8.44849
73	-7.44456
74	-6.39424
75	-5.30408
76	-4.18087
77	-3.03161
78	-1.86346
79	-0.68369
80	0.50033
81	1.68124
82	2.85166
83	4.00433
84	5.13204
85	6.22777
86	7.2847
87	8.29623
88	9.25608
89	10.15825
90	10.99712
91	11.76747
92	12.4645
93	13.08387
94	13.62171
95	14.07467
96	14.43993
97	14.71522
98	14.89883
99	14.98959
100	14.98696
101	14.89094
102	14.70214
103	14.42173
104	14.05147
105	13.59364
106	13.05112
107	12.42727
108	11.72599
109	10.95165
110	10.10907
111	9.2035
112	8.24058
113	7.22632
114	6.16702
115	5.06931
116	3.94
117	2.78615
118	1.61493
119	0.43366
120	-0.75032
121	-1.92962
122	-3.0969
123	-4.24489
124	-5.36642
125	-6.45452
126	-7.5024
127	-8.50353
128	-9.45167
129	-10.34093
130	-11.16575
131	-11.92099
132	-12.60196
133	-13.20441
134	-13.72458
135	-14.15923
136	-14.50566
137	-14.7617
138	-14.92576
139	-14.99683
140	-14.97444
141	-14.85876
142	-14.65049
143	-14.35093
144	-13.96195
145	-13.48598
146	-12.92597
147	-12.28543
148	-11.56833
149	-10.77916
150	-9.92282
151	-9.00465
152	-8.03037
153	-7.00606
154	-5.93809
155	-4.83312
156	-3.69804
157	-2.53992
158	-1.36596
159	-0.1835
160	1.0001
161	2.17748
162	3.34128
163	4.48427
164	5.59932
165	6.67947
166	7.71801
167	8.70846
168	9.64464
169	10.52073
170	11.33127
171	12.0712
172	12.73591
173	13.32127
174	13.82363
175	14.23985
176	14.56734
177	14.80407
178	14.94855
179	14.99989
180	14.95776
181	14.82243
182	14.59475
183	14.27613
184	13.86855
185	13.37456
186	12.79723
187	12.14017
188	11.40746
189	10.60367
190	9.73381
191	8.80329
192	7.81793
193	6.78385
194	5.7075
195	4.59559
196	3.45505
197	2.29298
198	1.11661
199	-0.0667
200	-1.24961
201	-2.42472
202	-3.58473
203	-4.7224
204	-5.83065
205	-6.90257
206	-7.93147
207	-8.91096
208	-9.83492
209	-10.69761
210	-11.49363
211	-12.21804
212	-12.86632
213	-13.43443
214	-13.91883
215	-14.31651
216	-14.62497
217	-14.84231
218	-14.96717
219	-14.99877
220	-14.93692
221	-14.78199
222	-14.53496
223	-14.19736
224	-13.77129
225	-13.25942
226	-12.66493
227	-11.99153
228	-11.2434
229	-10.42522
230	-9.54208
231	-8.59949
232	-7.60331
233	-6.55976
234	-5.47533
235	-4.35679
236	-3.2111
237	-2.0454
238	-0.86695
239	0.31689
240	1.49876
241	2.6713
242	3.82718
243	4.95922
244	6.06036
245	7.12374
246	8.14273
247	9.11099
248	10.02247
249	10.8715
250	11.6528
251	12.36148
252	12.99315
253	13.54385
254	14.01016
255	14.38918
256	14.67854
257	14.87643
258	14.98164
259	14.99349
260	14.91192
261	14.73743
262	14.47112
263	14.11463
264	13.6702
265	13.14059
266	12.52911
267	11.83955
268	11.07622
269	10.24388
270	9.34771
271	8.39329
272	7.38658
273	6.33384
274	5.24163
275	4.11677
276	2.96625
277	1.79725
278	0.61705
279	-0.56699
280	-1.7475
281	-2.91712
282	-4.06857
283	-5.19466
284	-6.28839
285	-7.34293
286	-8.35172
287	-9.30848
288	-10.20723
289	-11.04238
290	-11.80872
291	-12.50149
292	-13.11636
293	-13.6495
294	-14.0976
295	-14.45785
296	-14.72802
297	-14.90641
298	-14.99193
299	-14.98403
300	-14.88277
