1	49.54242
5	40.52372
6	37.51352
7	34.73087
19	48.71147
20	49.78118
21	49.95576
22	49.21924
23	47.63902
24	45.35972
25	42.58992
29	31.84992
30	30.4901
31	30.00057
32	30.42614
33	31.72787
34	33.78662
35	36.41398
60	48.08765
61	49.47629
62	49.99771
63	49.60419
64	48.33175
65	46.29682
66	43.68564
67	40.73716
68	37.72123
69	34.91384
70	32.5719
71	30.90975
73	30.15712
74	31.13551
76	35.36222
78	41.2478
79	44.15767
80	46.68705
146	49.37646
147	47.90799
149	43.00058
150	40.01073
151	37.0199
152	34.3018
154	30.63103
155	30.01429
156	30.3114
161	41.96528
162	44.80738
163	47.20953
165	49.87503
166	49.89445
167	49.00838
168	47.29791
169	44.91957
184	47.82875
185	49.33105
190	44.07978
191	41.16294
192	38.13968
193	35.28667
194	32.86499
195	31.09628
196	30.14239
197	30.09062
198	30.94571
199	32.6294
200	34.98761
201	37.80454
301	30.45118
302	31.7762
303	33.85381
304	36.4939
305	39.45485
306	42.46569
307	45.25088
311	49.80709
312	48.7738
313	46.93758
318	33.17113
319	31.29909
320	30.22331
321	30.04225
322	30.77247
323	32.34714
324	34.62217
325	37.38936
331	49.99918
332	49.58003
333	48.28417
334	46.23019
335	43.60604
336	40.65189
340	30.87447
341	30.06911
342	30.17257
343	31.1754
344	32.9858
345	35.43812
346	38.30791
347	41.33256
348	44.23525
349	46.75036
350	48.64771
351	49.75366
352	49.967
353	49.26822
354	47.72125
355	45.46767
356	42.71372
357	39.71142
358	36.73553
359	34.05839
367	39.24143
368	42.25787
369	45.06767
370	47.41371
371	49.08128
372	49.91778
373	49.84665
374	48.8744
375	47.09001
376	44.65678
377	41.79739
378	38.7735
380	33.32892
381	31.40649
382	30.27049
384	30.69216
385	32.21124
386	34.4431
387	37.18351
388	40.18167
389	43.1632
390	45.85526
391	48.01146
392	49.4345
393	49.99414
394	49.63917
395	48.40206
396	46.39604
397	43.80469
398	40.86515
399	37.84644
400	35.0248
401	32.65848
402	30.96401
403	30.09648
440	38.98603
441	36.0575
442	33.48976
443	31.51782
444	30.32212
445	30.01209
446	30.61611
447	32.07889
448	34.26657
449	36.97895
450	39.96781
451	42.9596
452	45.68055
453	47.88164
454	49.36145
455	49.98454
456	49.69389
457	48.51611
458	46.55898
459	44.0016
460	41.07801
461	38.05577
462	35.21145
463	32.80536
464	31.05769
465	30.12838
466	30.10246
467	30.98232
468	32.68743
469	35.06176
470	37.888
471	40.90753
472	43.844
473	46.42869
474	48.42506
475	49.65041
476	49.9926
477	49.42031
503	36.25494
504	33.65358
505	31.63303
506	30.37817
507	30.00386
508	30.54435
509	31.95017
510	34.09267
511	36.77578
512	39.75395
513	42.75465
514	45.50325
515	47.74822
516	49.28411
517	49.97037
518	49.74418
519	48.62626
520	46.71891
521	44.19667
522	41.29038
523	38.26599
524	35.4003
525	32.95554
526	31.15546
581	48.73247
582	46.87576
583	44.38983
584	41.50215
585	38.47701
586	35.59124
587	33.10894
588	31.25728
589	30.2057
590	30.05046
591	30.80574
592	32.40244
593	34.69443
594	37.47196
595	40.48084
596	43.44572
597	46.09527
598	48.187
599	49.5295
600	49.99991
601	49.55517
602	48.236
603	46.1631
604	43.52619
814	34.51468
815	32.26537
816	30.72388
817	30.03131
818	30.25101
819	31.3629
820	33.26521
821	35.78386
822	38.68834
823	41.71287
824	44.58064
825	47.02921
826	48.8345
827	49.83131
828	49.9284
829	49.11689
830	47.47105
831	45.1415
832	42.34142
833	39.32707
834	36.3743
835	33.75333
836	31.70404
837	30.41394
841	33.98955
842	36.6545
843	39.62562
844	42.63099
845	45.39559
846	47.66641
847	49.23564
848	49.95967
849	49.77224
850	48.6905
851	46.81345
852	44.31287
853	41.41759
854	38.39259
855	35.51468
856	33.04725
857	31.2161
858	30.18881
859	30.0594
860	30.83969
861	32.4583
862	34.76708
863	37.55475
864	40.5662
865	43.52584
866	46.1628
867	48.23578
868	49.55506
878	30.80589
879	30.0505
880	30.20563
881	31.25709
882	33.10867
883	35.5909
884	38.47663
885	41.50178
886	44.38949
887	46.87549
888	48.73228
889	49.78994
890	49.95167
891	49.20268
892	47.6115
893	45.32375
894	42.5488
895	39.5406
896	36.57443
897	33.92176
898	31.82534
899	30.47703
